Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
  LIFEGUARD CHAIR  ,Green,NA,NA,NA,No,No,No,NA,,5000,Green,Gray,1x1,1000,Nook Miles Shop,,1.0.0,ocean,None,None,None,No,Seaside,Yes,Does not play music,No lighting,Not for sale,FtrMonitoringchair_Remake_3_0,3_0,3345,bRhFpyBTHPWqY9r8d
screen,Bamboo,NA,NA,NA,No,No,No,NA,,35000,Yellow,Green,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,Does not play music,No lighting,For sale,FtrScreenByoubu_Remake_0_0,0_0,716,BAwK7aGJs85NoNhus
    ROCK GUITAR    ,Orange-yellow,NA,Cute logo,Sticker area,No,No,Yes,2,3100,775,Yellow,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_4_7,4_7,1644,5yFhS4oEHHFa9GaCN
  changing room  ,Brown,NA,White,Curtain,No,No,Yes,2,3700,925,Orange,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_0,2_0,1816,s3rtd7w4a4ky6JkAe
  outdoor table  ,Red,NA,Black,Table,No,No,Yes,1,,,Red,Black,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,No,Table,Yes,Does not play music,No lighting,For sale,FtrOutdoortableM_Remake_4_1,4_1,3946,3DAy5HwCpzvMGsjsS
  diy workbench  ,Yellow,Paint color,NA,NA,Yes,Yes,No,7,,6630,Yellow,Colorful,2x1,NA,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,No,Does not play music,No lighting,Not for sale,FtrWorkbench_Remake_6_0,6_0,1241,pdCa4xsX39Kn4wkuz
    WOODEN MINI TABLE    ,Blue,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,NFS,720,Blue,Blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_6_3,6_3,7133,LrtuahZmKYuemsM8n
    STANDARD UMBRELLA STAND    ,Green,NA,Red & white & blue,Favorite umbrella,Yes,No,Yes,4,NFS,2250,Green,Colorful,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_3_3,3_3,3445,bPc2wKoyfWf5RAuKT
  dj's turntable  ,Pink,NA,None,Flag,No,No,Yes,4,9300,2325,Pink,Gray,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,concert,None,None,Yes,Musical Instrument,No,Hi-fi,No lighting,For sale,FtrDJbooth_Remake_3_0,3_0,941,oZnezDJoMgZsmtYAE
  wooden chair  ,Light wood,Paint color,NA,NA,Yes,Yes,No,1,NFS,,Yellow,Yellow,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenChairS_Remake_0_0,0_0,1913,rNPL7HcEzzH8i5eXp
  table with cloth  ,NA,NA,White,Tablecloth,No,No,Yes,2,,1275,White,White,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,party,None,None,No,Table,No,Does not play music,No lighting,For sale,FtrTableCloth_Remake_0_0,0_0,1779,rTjh3r5abiPtkWt6W
    HANDCART    ,Blue,NA,NA,NA,No,No,No,NA,,475,Blue,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,No,Ranch,Yes,Does not play music,No lighting,For sale,FtrHandcart_Remake_1_0,1_0,7229,THhaio62Y6oHfWcvn
  GIANT TEDDY BEAR  ,Tweed,NA,White,Ribbon,Yes,No,Yes,8,NFS,6300,Purple,White,3x3,NA,Crafting,,1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,Not for sale,FtrBearXL_Remake_5_1,5_1,1504,sMQJyZ8gyP3naSbJR
  ROCKET LAMP  ,Pink,NA,NA,NA,No,No,No,NA,1500,375,Pink,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrLavalamp_Remake_6_0,6_0,1851,5vLFXPiq4goDBwqxx
    studio spotlight    ,Red,NA,NA,NA,No,No,No,NA,2100,525,Black,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,concert,None,None,Yes,Lamp,No,Does not play music,Spotlight,For sale,FtrLampSpot_Remake_3_0,3_0,7189,u9HXy5jJAnwsFzC9B
stall,Green,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Green,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_3_2,3_2,3617,AFkBG4Dd2iwE9pbPS
  PAPA BEAR  ,Choco,NA,Blue,Ribbon,No,No,Yes,3,8500,,Brown,Blue,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearL_Remake_2_2,2_2,1499,ZWbimLsd6nRoDfhPM
  refrigerator  ,Yellow,NA,Fruits,Sticker area,No,No,Yes,2,5100,1275,Yellow,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_3_3,3_3,2713,bFQb4Sgpn3u88DmZo
  EFFECTS RACK  ,White,NA,Emblem logo,Sticker area,No,No,Yes,3,,1700,White,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_1_4,1_4,950,oGeqpX5bBoRx8sHxT
  wheelchair  ,NA,NA,Blue,Seat,No,No,Yes,1,2700,675,Black,Blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrWheelchair_Remake_0_0,0_0,3444,cvfxt5EFidrZWLkMc
barbell,Black,Plate color,NA,NA,Yes,Yes,No,7,NFS,7500,Black,Gray,2x1,NA,Crafting,,1.0.0,fitness,None,None,None,No,Sports,No,Does not play music,No lighting,Not for sale,FtrBarbell_Remake_0_0,0_0,4078,LWrHznT5ZyCtF2vjQ
    EFFECTS RACK    ,White,NA,Pop logo,Sticker area,No,No,Yes,3,6800,1700,White,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_1_6,1_6,950,SbMSjd49hgRZuYrPQ
  THREE-TIERED SNOWPERSON  ,Yellow,Knit-cap color,NA,NA,Yes,Yes,No,7,NFS,7420,Yellow,White,1x1,NA,Snowman,Reward for making a perfect snow-person,1.0.0,freezing cold,garden,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrSnowman_Remake_3_0,3_0,5337,thtb8Hw5ndroYNozb
  refrigerator  ,Blue,NA,Notices,Sticker area,No,No,Yes,2,5100,1275,Blue,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_4_4,4_4,2713,PFhYH672E8uNTXFHB
DRINK MACHINE,Pink,NA,Orange juice,Advertisement panel,No,No,Yes,7,,10000,Pink,Orange,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,FtrDrinkmachine_Remake_5_0,5_0,1802,BvaZkCoaQaetN8Ne7
    LOG DECORATIVE SHELVES    ,White birch,Lumber type,None,Mat,Yes,Yes,Yes,4,NFS,1560,White,White,2x1,NA,Crafting,,1.0.0,garden,living room,log,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrLogShelf_Remake_3_0,3_0,4036,8FapKZva2Rm4H2gya
    retro gas pump    ,Retro,NA,Green with animal,Lamp,No,No,Yes,1,2700,675,Brown,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,shop,diner,None,Yes,Vehicle,Yes,Does not play music,No lighting,For sale,FtrAmeretroGasstand_Remake_5_1,5_1,4140,qagTFskbGjBHLTRhg
  modern office chair  ,Yellow,NA,NA,NA,No,No,No,NA,2200,550,Yellow,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,None,None,office,Yes,Chair,No,Does not play music,No lighting,For sale,FtrOfficeChair_Remake_2_0,2_0,832,weufqeuGfXyock3sT
  POOLSIDE BED  ,Dark brown,NA,Red,Bed mat,No,No,Yes,2,3400,850,Brown,Red,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,ocean,expensive,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrPoolsidebed_Remake_2_3,2_3,4102,8HAaXW4PoMeFKproX
    manhole cover    ,Mountain,Cover design,NA,NA,Yes,Yes,No,3,,2250,Green,Orange,1x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrManhole_Remake_2_0,2_0,144,7G4hdunLfhGYT3yZK
  mountain bike  ,Black,NA,NA,NA,No,No,No,NA,,1275,Black,Black,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fitness,garden,None,None,No,Sports,Yes,Does not play music,No lighting,For sale,FtrMountainbike_Remake_5_0,5_0,2614,cGKAZ6SBsPtmdeZoQ
diner sofa,Red,NA,NA,NA,No,No,No,NA,3500,875,Red,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrAmeretroChairL_Remake_0_0,0_0,4141,yM9vAb8ETiHRsfdiB
claw-foot tub,White,NA,NA,NA,No,No,No,NA,63000,15750,White,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_0_0,0_0,1757,w7j9E86xNNQ5kSnrM
  ironwood table  ,Teak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,5940,Orange,Black,2x2,NA,Crafting,,1.0.0,living room,None,ironwood,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrIronwoodTableL_Remake_1_0,1_0,3191,f8FAwnfbepoKcZswB
  mountain standee  ,Cherry blossoms,Season,NA,NA,Yes,Yes,No,2,NFS,,Pink,Pink,2x1,NA,Crafting,,1.0.0,school,None,None,standee,No,School,No,Does not play music,No lighting,Not for sale,FtrHariboteMountain_Remake_1_0,1_0,532,dv3ZuzJYHRyJquk42
  LOW SCREEN  ,Dark brown,NA,Winter,Screen,No,No,Yes,1,,217,Brown,Gray,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,No,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_1_4,1_4,1029,f92P5xqCxtqLGPFec
tulip surprise box,Red,Flower color,NA,NA,Yes,Yes,No,2,NFS,760,Red,Green,1x1,NA,Crafting,,1.0.0,child's room,fancy,flowers,None,Yes,Toy,No,Does not play music,No lighting,Not for sale,FtrFlowerSurprisedbox_Remake_0_0,0_0,7231,WyNAXPnDxQYBexRkX
  wooden stool  ,Light wood,Paint color,Blue,Seat,Yes,Yes,Yes,2,,480,Beige,Light blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_0_3,0_3,3449,fdFGhx9StHizpm5jK
    CUTE TEA TABLE    ,Blue,NA,NA,NA,No,No,No,NA,3000,750,Blue,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,No,Table,No,Does not play music,No lighting,For sale,FtrCuteTableS_Remake_4_0,4_0,4000,vDBt83QLRMk4AdkPT
changing room,Beige,NA,Purple,Curtain,No,No,Yes,2,3700,925,Yellow,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_1_1,1_1,1816,9TyMiWTo8XgkRbipQ
public bench,Red,NA,NA,NA,No,No,No,NA,NFS,10000,Orange,Orange,2x1,2000,Nook Miles Shop,,1.0.0,facility,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrPublicbench_Remake_2_0,2_0,3346,ZE2zfb6Tw4SwTHHJa
  tool cart  ,Black,NA,NA,NA,No,No,No,NA,2400,600,Black,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,None,None,None,No,Table,No,Does not play music,No lighting,For sale,FtrToolcart_Remake_6_0,6_0,7528,CpWGf9zwePP6cRTJM
    effects rack    ,White,NA,None,Sticker area,No,No,Yes,3,6800,,White,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_1_0,1_0,950,GabiAaN63GHgkyLAG
MODERN OFFICE CHAIR,Green,NA,NA,NA,No,No,No,NA,,,Green,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,None,None,office,Yes,Chair,No,Does not play music,No lighting,For sale,FtrOfficeChair_Remake_1_0,1_0,832,P4dwjbRarcEpAqwC3
    candy machine    ,Pink,NA,NA,NA,No,No,No,NA,2800,,Pink,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,facility,None,None,Yes,Shop,No,Does not play music,No lighting,For sale,FtrCandymachine_Remake_3_0,3_0,7392,MqMKRFefjKay7ggQt
    wooden simple bed    ,Light wood,Paint color,Green,Bedding,Yes,Yes,Yes,4,NFS,2160,Beige,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_0_3,0_3,2605,nav6Cip6v5Ek6SSv7
wooden stool,Light wood,Paint color,None,Seat,Yes,Yes,Yes,2,NFS,480,Beige,Beige,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_0_0,0_0,3449,i8NyG9EWfGFx46EuA
  dj's turntable  ,Brown,NA,Rock logo,Flag,No,No,Yes,4,9300,2325,Orange,Purple,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,concert,None,None,Yes,Musical Instrument,No,Hi-fi,No lighting,For sale,FtrDJbooth_Remake_2_3,2_3,941,uLRRxQ9bd9KmP9gXG
GIANT TEDDY BEAR,Checkered,Fabric,Giant stripes,Ribbon,Yes,Yes,Yes,8,NFS,6300,Purple,Yellow,3x3,NA,Crafting,,1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,Not for sale,FtrBearXL_Remake_4_3,4_3,1504,WAuMWYMB6dHqWGGG9
  wooden-block stool  ,Colorful,Block color,NA,NA,Yes,Yes,No,1,NFS,600,Red,Red,1x1,NA,Crafting,,1.0.0,child's room,None,wooden block,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrBlockStoolS_Remake_2_0,2_0,5543,qjp48A6gcqhksiEKM
  MINI FRIDGE  ,Yellow,NA,NA,NA,No,No,No,NA,1300,325,Yellow,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigeratorMini_Remake_3_0,3_0,9766,FR7reZdhtjJhCuzjD
  mama bear  ,Tweed,NA,Red stripes,Shirt,No,No,Yes,1,2300,,Gray,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearM_Remake_5_1,5_1,1500,3XQYi2MrZcapT9XMe
  studio spotlight  ,Green,NA,NA,NA,No,No,No,NA,2100,525,Black,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,concert,None,None,Yes,Lamp,No,Does not play music,Spotlight,For sale,FtrLampSpot_Remake_7_0,7_0,7189,a6F7aawDPGykTt4iy
  baby chair  ,Yellow,NA,Bear,Cushion,No,No,Yes,1,1200,300,Yellow,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_2_0,2_0,3305,SrYrGG6KFSsL2t44t
    shell fountain    ,Brown,Shell color,NA,NA,Yes,Yes,No,7,NFS,9450,Brown,Brown,1.5x1.5,NA,Crafting,,1.0.0,ocean,expensive,shell,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrShellFountain_Remake_1_0,1_0,3982,roZwMxoBbx7ijmvhn
flashy-flower sign,Pop,NA,NA,NA,No,No,No,NA,1800,450,Red,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,None,None,None,No,Shop,Yes,Does not play music,No lighting,For sale,FtrWreath_Remake_0_0,0_0,1243,DYY8kcxGMJsDCtxHx
  floor lamp  ,White,NA,White,Lampshade,No,No,Yes,1,1400,350,White,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrLamp_Remake_2_0,2_0,2561,Cwjhn45cgsWdw7E44
  electric guitar  ,Dark red,NA,Pop logo,Sticker area,No,No,Yes,7,,17750,Red,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar2_Remake_0_6,0_6,1645,wKpaWQiD6t2m6bbvj
  log dining table  ,White birch,Lumber type,Quilted,Placemats,Yes,No,Yes,4,NFS,1800,White,Light blue,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrLogTableL_Remake_3_4,3_4,4040,29qrKahcSX9ixqX5d
  stall  ,Pink,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Pink,Pink,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_4_0,4_0,3617,TFpNBupSfhK5BXuzx
  loft bed with desk  ,White,NA,Light blue,Bedding,No,No,Yes,3,7700,1925,White,Light blue,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_2_2,2_2,3621,DTMpxHX9e7WxEdhsb
utility sink,NA,NA,NA,NA,No,No,No,NA,3500,875,Gray,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,shop,None,None,Yes,Bathroom Things,Yes,Does not play music,No lighting,For sale,FtrSlopsink,NA,4026,N6LFBnnHtwdbutzEB
camping cot,Green,NA,NA,NA,No,No,No,NA,,450,Green,Green,2x1,NA,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrCampbed_Remake_0_0,0_0,4081,sfsBgF9jsrzPj8hg4
pond stone,Mossy,Stone,NA,NA,Yes,Yes,No,2,NFS,1500,Green,Black,2x1,NA,Crafting,,1.0.0,zen-style,garden,None,None,No,Japanese Style,Yes,Does not play music,No lighting,Not for sale,FtrStonewaterbowl_Remake_1_0,1_0,7393,ZxLfYtwoxJD6T2GGw
  IRON WORKTABLE  ,White,Body color,NA,NA,Yes,Yes,No,7,NFS,7500,White,White,2x1,NA,Crafting,,1.0.0,garage,None,iron,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrIronTableM_Remake_1_0,1_0,3560,a8HjB3fcbQrqnNHTf
  diner dining table  ,Cream,NA,NA,NA,No,No,No,NA,6400,1600,Gray,White,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,None,diner,None,No,Table,No,Does not play music,No lighting,For sale,FtrAmeretroTableM_Remake_5_0,5_0,4142,8yhT2tAkGzZSGB6ht
  refrigerator  ,Black,NA,Rock,Sticker area,No,No,Yes,2,5100,,Black,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_6_2,6_2,2713,moNLtSERfZ7sgjhuX
  fan  ,Light blue,NA,NA,NA,No,No,No,NA,1700,425,Light blue,Light blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,Yes,Fan,No,Does not play music,No lighting,For sale,FtrFan_Remake_2_0,2_0,3820,4MyPEGAZ74Cp5TmtH
    loft bed with desk    ,Blue,NA,Black,Bedding,No,No,Yes,3,7700,1925,Blue,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_4_1,4_1,3621,qXXLSxzMN8ry2HubW
ROCK GUITAR,Natural wood,NA,Familiar logo,Sticker area,No,No,Yes,2,3100,775,Beige,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_5_1,5_1,1644,Ec3mAeZre73JHkmra
  FROZEN SCULPTURE  ,Ice,Illumination,NA,NA,Yes,Yes,No,7,NFS,,Light blue,Light blue,1.5x1.5,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrIceArt_Remake_0_0,0_0,3501,4C6gez6R7kMG8T758
  FROZEN PARTITION  ,Ice yellow,Illumination,NA,NA,Yes,Yes,No,7,,7400,Yellow,Yellow,2x0.5,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrIceScreen_Remake_3_0,3_0,3498,MyD6TcXbn8w9HpsJa
    rock guitar    ,Fire red,NA,Emblem logo,Sticker area,No,No,Yes,2,,,Red,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_3_4,3_4,1644,gaQjct3qrLTXAswQq
  log chair  ,Orange wood,Lumber type,Bears,Cushion,Yes,Yes,Yes,3,NFS,960,Orange,Brown,1x1,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrLogSofaS_Remake_1_3,1_3,4039,P56uXpAQg5Mc9Jt3R
  effects rack  ,Pink,NA,Cute logo,Sticker area,No,No,Yes,3,,1700,Pink,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_5_7,5_7,950,4oihyYu8CAN5piuQf
  TABLE WITH CLOTH  ,NA,NA,Light green,Tablecloth,No,No,Yes,2,5100,1275,Green,Green,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,party,None,None,No,Table,No,Does not play music,No lighting,For sale,FtrTableCloth_Remake_0_6,0_6,1779,4iaiPzAGYW8x9kP9N
  floor seat  ,Black,NA,Deep blue,Cushion,No,No,Yes,1,,,Black,Blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,child's room,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrFloorchair_Remake_3_3,3_3,3622,cwJyrho47yLvta8vc
  log extra-long sofa  ,Orange wood,Lumber type,Quilted,Cushions,Yes,Yes,Yes,4,NFS,,Orange,Light blue,2x1,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrLogSofaL_Remake_1_4,1_4,4044,JDyKgchRrPCqv8rEC
