Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
cat tower,Brown,NA,NA,NA,No,No,No,NA,3000,750,Brown,Beige,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Animal,No,Does not play music,No lighting,For sale,FtrCattower_Remake_1_0,1_0,896,yZD44wEXn4quwQ3aP
anchor statue,White,Color,NA,NA,No,Yes,No,2,NFS,1400,White,Beige,1x1,NA,Fishing Tourney,,1.0.0,ocean,None,None,None,No,Seaside,Yes,Does not play music,No lighting,Not for sale,FtrShipanchor_Remake_3_0,3_0,7238,ZWyY2rRANgXoGcDha
drum set,Marine blue,NA,Smooth white,Bass drum head,No,No,Yes,2,5600,1400,Blue,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_4_0,4_0,1803,gi4zRDm7tWoTmxhiG
outdoor bench,Black,NA,Blue,Seat,No,No,Yes,1,1300,325,Black,Blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,FtrOutdoorchairM_Remake_1_3,1_3,3947,5D3989cz2dcXocPzP
wooden chest,Cherry wood,Paint color,NA,NA,Yes,Yes,No,3,NFS,1920,Orange,Orange,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrWoodenChest_Remake_2_0,2_0,2560,LTHYdojRj8bFff9eo
birdbath,White,Body color,NA,NA,Yes,Yes,No,2,NFS,900,White,White,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Garden,Yes,Does not play music,No lighting,Not for sale,FtrBirdbus_Remake_2_0,2_0,331,RKaeAsixwsfMuZpTM
box sofa,Navy blue,NA,NA,NA,No,No,No,NA,2700,675,Blue,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBoxsofa_Remake_3_0,3_0,1852,dEkGXBgskwMNCDGek
stall,Green,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Green,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_3_0,3_0,3617,QutXdHdyqhLJeQ3Mi
tall garden rock,NA,NA,NA,NA,Yes,No,No,NA,NFS,9000,Gray,Gray,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Japanese Style,Yes,Does not play music,No lighting,Not for sale,FtrGardenrockTall,NA,730,WrF7wQNQCv9WjN5sj
shell bed,Yellow,Shell color,NA,NA,Yes,Yes,No,7,NFS,10200,Yellow,Yellow,2x2,NA,Crafting,,1.0.0,ocean,expensive,shell,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrShellBedW_Remake_3_0,3_0,3983,A7YgKpEzLEM7Hb9LS
frozen bed,Ice pink,Illumination,White,Bedding,Yes,Yes,Yes,8,NFS,9000,Pink,White,2x2,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrIceBedW_Remake_2_1,2_1,3502,TitjAARHaR856ZHvQ
effects rack,Red,NA,Pop logo,Sticker area,No,No,Yes,3,6800,1700,Red,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_4_6,4_6,950,LvEZkWY6EckwBKgSr
stall,Dark brown,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Brown,Brown,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_1_0,1_0,3617,XMaJRn7o2f4mEEvFk
simple panel,Silver,NA,Gold,Panel design,No,No,Yes,1,810,202,Gray,Yellow,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_6_7,6_7,5338,tfdQf5XP8YRpDHevN
log round table,Dark wood,Lumber type,Southwestern flair,Tablecloth,Yes,Yes,Yes,4,NFS,1800,Brown,Colorful,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrLogTableLRound_Remake_0_1,0_1,4043,9gkgHdsYdPFvf2irQ
outdoor bench,Green,NA,Light wood,Seat,No,No,Yes,1,1300,325,Green,Beige,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,FtrOutdoorchairM_Remake_2_5,2_5,3947,T3Dind2uXhTwiweNp
ironwood cart,Old,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Brown,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,No,Desk,No,Does not play music,No lighting,Not for sale,FtrIronwoodServingcart_Remake_3_0,3_0,3195,JcCRKZRzXkdzTqjkn
cardboard sofa,Plain,Cardboard,NA,NA,Yes,Yes,No,1,NFS,120,Beige,Beige,2x1,NA,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrCardboardSofaL_Remake_0_0,0_0,7159,gC3KJKpMt87pMCcgD
antique bureau,Natural,NA,NA,NA,No,No,No,NA,20000,5000,Beige,Beige,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,expensive,antique,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrAntiqueBureau_Remake_1_0,1_0,3956,PwbzwqaKiZ7CPKgh6
iron garden bench,Blue,Body color,NA,NA,Yes,Yes,No,7,NFS,6000,Blue,Blue,2x1,NA,Crafting,,1.0.0,garden,None,iron,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenBench_Remake_1_0,1_0,1625,RYw2awar4bptqk5vG
digital scale,Red,NA,Polka dots,Design,No,No,Yes,1,930,232,Red,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_2_2,2_2,3307,MDsR3rGxvosKLuzbq
drum set,Black & white,NA,Smooth white,Bass drum head,No,No,Yes,2,5600,1400,Gray,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_7_0,7_0,1803,7m4TkWwHioNTKqmsP
sand castle,White sand,NA,NA,NA,No,No,No,NA,2100,525,Gray,Blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,garden,None,None,No,Seaside,Yes,Does not play music,No lighting,For sale,FtrSandcastle_Remake_1_0,1_0,1117,bbH5SY5jNFTamvTLP
beekeeper's hive,Blue,Paint color,NA,NA,Yes,Yes,No,4,NFS,2400,Blue,Black,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,FtrBeekeepingbox_Remake_3_0,3_0,3406,wyk7uKBtF3k4WAf9Y
folding floor lamp,Silver,NA,NA,NA,No,No,No,NA,1900,475,Gray,Gray,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,living room,None,None,Yes,Lamp,No,Does not play music,Spotlight,For sale,FtrLampArm_Remake_7_0,7_0,4014,RCsdHn6DjwET2n3mE
claw-foot tub,Yellow,NA,NA,NA,No,No,No,NA,63000,15750,Yellow,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_5_0,5_0,1757,WeTDRJAvKXmTFpZLZ
frozen bed,Ice orange,Illumination,Gray,Bedding,Yes,Yes,Yes,8,NFS,9000,Orange,Gray,2x2,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrIceBedW_Remake_4_2,4_2,3502,XTXgPmyvGwao6sxtd
orange end table,Blood orange,Fruit type,NA,NA,Yes,Yes,No,4,NFS,2480,Red,Green,1x1,NA,Crafting,,1.0.0,fancy,None,fruits,orange,No,Table,No,Does not play music,No lighting,Not for sale,FtrFruitsTableS_Remake_1_0,1_0,3975,s3fdroRQFmb6FdB9z
pet bed,Natural,NA,Polka dots,Cushion,No,No,Yes,1,1100,275,Beige,Light blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,pet,Yes,Chair,No,Does not play music,No lighting,For sale,FtrPetBed_Remake_0_2,0_2,7802,JE3WjmEGL2HJD94aQ
loft bed with desk,White,NA,Green stripes,Bedding,No,No,Yes,3,7700,1925,White,Colorful,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_2_6,2_6,3621,6TdJG3SLL4FQ3hJd3
drum set,Rose pink,NA,Rock logo,Bass drum head,No,No,Yes,2,5600,1400,Red,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_5_4,5_4,1803,YZokAT8NfLk5PDRYx
baby chair,Red,NA,Butterfly,Cushion,No,No,Yes,1,1200,300,Red,Orange,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_0_2,0_2,3305,SNPkuumtp6rc7Df7k
effects rack,Red,NA,Familiar logo,Sticker area,No,No,Yes,3,6800,1700,Red,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_4_1,4_1,950,xkkkawpohhJS8W2hW
rocket lamp,Purple,NA,NA,NA,No,No,No,NA,1500,375,Purple,Blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrLavalamp_Remake_4_0,4_0,1851,sQZunaTDFEqcLuPEi
brick well,White,Brick color,NA,NA,Yes,Yes,No,4,NFS,2800,White,Red,1.5x1.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Garden,Yes,Does not play music,No lighting,Not for sale,FtrWellBrick_Remake_1_0,1_0,3776,cw9Pm2gWnRCH3KANg
diner counter table,Pink,NA,NA,NA,No,No,No,NA,6000,1500,Pink,Gray,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,No,Table,No,Does not play music,No lighting,For sale,FtrAmeretroCounter_Remake_4_0,4_0,4139,C7qujoCkwKta7e3kX
hedge standee,Winter,Season,NA,NA,Yes,Yes,No,1,NFS,600,White,Gray,1x0.5,NA,Crafting,,1.0.0,school,None,None,standee,No,School,No,Does not play music,No lighting,Not for sale,FtrHariboteHedge_Remake_6_0,6_0,531,PWg5KtXGPhCJmXd8y
paper lantern,Dark wood,NA,Plain,Paper,No,No,Yes,1,780,195,Brown,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,Yes,Lamp,No,Does not play music,Candle,For sale,FtrLampJapan_Remake_1_0,1_0,725,XDm5P9CnaXGtpzM6W
rattan waste bin,Brown,NA,NA,NA,No,No,No,NA,1000,250,Brown,Brown,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Trash,Supplies,No,Does not play music,No lighting,For sale,FtrRattanTrashbox_Remake_0_0,0_0,4045,ZL3LSJW2WKe6Dxdzx
outdoor air conditioner,NA,NA,NA,NA,No,No,No,NA,2200,550,White,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garden,None,None,Yes,Fan,Yes,Does not play music,No lighting,For sale,FtrOutdoorunit,NA,1131,szRSeEPbooktkpNKr
birdbath,Red,Body color,NA,NA,Yes,Yes,No,2,NFS,900,Orange,Orange,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Garden,Yes,Does not play music,No lighting,Not for sale,FtrBirdbus_Remake_1_0,1_0,331,5swLkbk4TnQD6u4YT
exercise ball,Blue,NA,NA,NA,No,No,No,NA,1100,275,Blue,Blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fitness,office,None,None,Yes,Sports,No,Does not play music,No lighting,For sale,FtrBalanceball_Remake_0_0,0_0,1598,uqB2a44LGhKpiPbZa
rock guitar,Cosmo black,NA,None,Sticker area,No,No,Yes,2,3100,775,Black,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_2_0,2_0,1644,kATbKmvwL3LA8H7Bj
shell bed,White,Shell color,NA,NA,Yes,Yes,No,7,NFS,10200,White,White,2x2,NA,Crafting,,1.0.0,ocean,expensive,shell,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrShellBedW_Remake_0_0,0_0,3983,wB2bDs5c4CNXdD64T
Cancer table,NA,NA,NA,NA,Yes,No,No,NA,NFS,21975,Yellow,White,1x1,NA,Crafting,,1.0.0,expensive,None,stars,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrZodiacCancer,NA,5959,EzTZ4XnhhHSi4sNW6
ironwood DIY workbench,Oak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,8520,Orange,White,2x1,NA,Crafting,,1.0.0,garage,None,ironwood,None,Workbench,Work Bench,No,Does not play music,No lighting,Not for sale,FtrWorkbenchIronwood_Remake_4_0,4_0,3943,imFcpFKwNs5dk8q7v
standard umbrella stand,White,Body color,Navy,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,White,Blue,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_1_2,1_2,3445,NBPqJEnKFws2F6J7s
springy ride-on,Pink,NA,NA,NA,No,No,No,NA,NFS,10000,Pink,White,1x1,2000,Nook Miles Shop,,1.0.0,facility,fancy,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrSpringrider_Remake_5_0,5_0,4379,ghai5j7nETAbSeoMJ
zen cushion,NA,NA,Indigo,Upholstery,No,No,Yes,1,500,125,Blue,Light blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,living room,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrCushionJapan_Remake_0_1,0_1,7047,Z7AkYQiT66nz89FRc
log round table,White birch,Lumber type,Southwestern flair,Tablecloth,Yes,No,Yes,4,NFS,1800,White,Colorful,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrLogTableLRound_Remake_3_1,3_1,4043,xRPWnd6y3LNwuLoGB
drink machine,Red,NA,Sports drink,Advertisement panel,No,No,Yes,7,NFS,10000,Red,Light blue,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,FtrDrinkmachine_Remake_0_1,0_1,1802,Tiho3w4ZpFyBs9NJk
piano bench,Red,NA,NA,NA,No,No,No,NA,990,247,Red,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,music,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrPianochair_Remake_1_0,1_0,3681,a4TcHg9EWCgwtBCBF
log extra-long sofa,White wood,Lumber type,Geometric print,Cushions,Yes,Yes,Yes,4,NFS,1920,Beige,Colorful,2x1,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrLogSofaL_Remake_2_2,2_2,4044,xKEeAuTcLxioBDzSh
mush low stool,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,800,Red,Beige,1x1,NA,Crafting,,1.0.0,garden,None,mush,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrMushroomChairS_Remake_3_0,3_0,4708,qmCSzTc27WLLQK4vk
wooden low table,Green,Paint color,NA,NA,Yes,Yes,No,2,NFS,1200,Green,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableM_Remake_5_0,5_0,7134,D8iuhvsgyTRh23ssn
folding floor lamp,Red,NA,NA,NA,No,No,No,NA,1900,475,Red,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,living room,None,None,Yes,Lamp,No,Does not play music,Spotlight,For sale,FtrLampArm_Remake_3_0,3_0,4014,H4sXo8XQAbmJSfwZw
oil barrel,Green,NA,NA,NA,No,No,No,NA,650,162,Green,Green,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,FtrDrumcan_Remake_6_0,6_0,1567,cr3LYhn4Tw3pPh8N4
pants press,Black,NA,NA,NA,No,No,No,NA,1900,475,Brown,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrPantspresser_Remake_1_0,1_0,4023,s4TdMkfQz7Du9EjBe
outdoor table,White,NA,Blue,Table,No,No,Yes,1,2200,550,Gray,Blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,No,Table,Yes,Does not play music,No lighting,For sale,FtrOutdoortableM_Remake_0_3,0_3,3946,68M2koGPMivvrrRRY
hammock,Blue,NA,White,Cloth,No,No,Yes,1,1300,325,Blue,White,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrHammock_Remake_3_3,3_3,1620,h47vvPyeNcroJiiCg
rattan low table,Black,NA,NA,NA,No,No,No,NA,2900,725,Black,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,No,Table,No,Does not play music,No lighting,For sale,FtrRattanTableM_Remake_5_0,5_0,4054,w4dDZThhdergczRwu
wooden simple bed,Black,Paint color,Blue,Bedding,Yes,Yes,Yes,4,NFS,2160,Black,Light blue,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_4_2,4_2,2605,a5hMaTJZE9TcmpGLs
cute vanity,Red,NA,NA,NA,No,No,No,NA,5400,1350,Red,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrCuteDresser_Remake_3_0,3_0,4001,o6EDSRzFFEdTedXLq
retro stereo,Brown,NA,NA,NA,No,No,No,NA,6000,1500,Orange,Black,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Audio,No,Retro,No lighting,For sale,FtrStereoRetro_Remake_1_0,1_0,796,EAWNW8osfuCEW9obn
imperial chest,Brown,NA,NA,NA,No,No,No,NA,9300,2325,Brown,Yellow,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrOrientalChest_Remake_2_0,2_0,3972,4ADTP6KQ8NHTyM76Y
log garden lounge,White wood,Lumber type,Geometric print,Pillow,Yes,Yes,Yes,3,NFS,1440,Beige,Colorful,2x1,NA,Crafting,,1.0.0,garden,None,log,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrLogBedS_Remake_2_2,2_2,4035,sg4yx45YQxHdkP3y8
menu chalkboard,White,NA,NA,NA,No,No,No,NA,1800,450,White,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,None,None,None,No,Shop,Yes,Does not play music,No lighting,For sale,FtrMenuboard_Remake_2_0,2_0,1866,RZAMJiQT4uQ2y7gTE
wooden table,Cherry wood,Paint color,Blue,Tablecloth,Yes,Yes,Yes,4,NFS,1800,Orange,Light blue,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableL_Remake_2_3,2_3,3439,ys4MifmdBPRc7zB9g
sleeping bag,Purple,NA,NA,NA,No,No,No,NA,1400,350,Pink,Purple,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrSleepingbag_Remake_5_0,5_0,1434,ieBwocmAHz7HFuZG3
shell partition,Brown,Shell color,NA,NA,Yes,Yes,No,7,NFS,8000,Brown,Brown,2x1,NA,Crafting,,1.0.0,ocean,None,shell,None,No,Screen,Yes,Does not play music,No lighting,Not for sale,FtrShellScreen_Remake_1_0,1_0,3978,So2oPiYBNhtNECFrw
electric guitar,Sunburst,NA,Rock logo,Sticker area,No,No,Yes,7,71000,17750,Brown,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar2_Remake_3_3,3_3,1645,SpQiKSkHL9MpSDt3G
bunk bed,White,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,White,Yellow,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_2_4,2_4,8298,TQJkX5mGpRX8zjFCA
sauna heater,NA,NA,NA,NA,Yes,No,No,NA,NFS,3510,Black,Gray,1x1,NA,Crafting,,1.0.0,bathroom,None,None,None,Yes,Fireplace,No,Does not play music,No lighting,Not for sale,FtrStoveSauna,NA,3689,zeqHNikZg489sMDu2
wooden simple bed,White wood,Paint color,Green,Bedding,Yes,Yes,Yes,4,NFS,2160,White,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_1_3,1_3,2605,D3vaznMQBGBx2k7sx
birdhouse,Dark brown,Paint color,NA,NA,Yes,Yes,No,2,NFS,840,Brown,Brown,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Animal,Yes,Does not play music,No lighting,Not for sale,FtrBirdhouse_Remake_1_0,1_0,333,g5hNFSx3pdwwMxgdn
moon,NA,NA,NA,NA,Yes,No,No,NA,NFS,12500,Yellow,Yellow,2x2,NA,Crafting,,1.0.0,space,None,None,None,Yes,Space,Yes,Does not play music,No lighting,Not for sale,FtrMoon,NA,1054,4NXubRkipm8qStFXD
outdoor bench,Red,NA,Dark wood,Seat,No,No,Yes,1,1300,325,Red,Brown,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,FtrOutdoorchairM_Remake_4_6,4_6,3947,yFoa6cCJjMDgdcJCu
DJ's turntable,Pink,NA,Cute logo,Flag,No,No,Yes,4,9300,2325,Pink,Pink,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,concert,None,None,Yes,Musical Instrument,No,Hi-fi,No lighting,For sale,FtrDJbooth_Remake_3_7,3_7,941,QSap5eKnNzdocR5Rj
